master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sd_001_127,SD,001/127,ポケモン,草,フシギバナV,,D,
sd_002_127,SD,002/127,ポケモン,草,ビードル,,D,
sd_003_127,SD,003/127,ポケモン,草,コクーン,,D,
sd_004_127,SD,004/127,ポケモン,草,スピアー,,D,
sd_005_127,SD,005/127,ポケモン,草,ヘラクロス,,D,
sd_006_127,SD,006/127,ポケモン,草,ユキカブリ,,D,
sd_007_127,SD,007/127,ポケモン,草,ユキノオー,,D,
sd_008_127,SD,008/127,ポケモン,草,ヒメンカ,,D,
sd_009_127,SD,009/127,ポケモン,草,ワタシラガ,,D,
sd_010_127,SD,010/127,ポケモン,炎,ロコン,,D,
sd_011_127,SD,011/127,ポケモン,炎,キュウコン,,D,
sd_012_127,SD,012/127,ポケモン,炎,ポニータ,,C,
sd_013_127,SD,013/127,ポケモン,炎,ギャロップ,,C,
sd_014_127,SD,014/127,ポケモン,炎,エンテイ,,C,
sd_015_127,SD,015/127,ポケモン,炎,ガオガエンV,,D,
sd_016_127,SD,016/127,ポケモン,炎,ヒバニー,,D,
sd_017_127,SD,017/127,ポケモン,炎,ヤクデ,,D,
sd_018_127,SD,018/127,ポケモン,炎,マルヤクデ,,D,
sd_019_127,SD,019/127,ポケモン,水,クラブ,,D,
sd_020_127,SD,020/127,ポケモン,水,キャモメ,,D,
sd_021_127,SD,021/127,ポケモン,水,ペリッパー,,D,
sd_022_127,SD,022/127,ポケモン,水,キバニア,,D,
sd_023_127,SD,023/127,ポケモン,水,サメハダー,,D,
sd_024_127,SD,024/127,ポケモン,水,ホエルオーV,,D,
sd_025_127,SD,025/127,ポケモン,水,カムカメ,,D,
sd_026_127,SD,026/127,ポケモン,水,カジリガメ,,D,
sd_027_127,SD,027/127,ポケモン,水,ウッウ,,D,
sd_028_127,SD,028/127,ポケモン,雷,ピカチュウV,,D,
sd_029_127,SD,029/127,ポケモン,雷,エレブー,,D,
sd_030_127,SD,030/127,ポケモン,雷,メリープ,,D,
sd_031_127,SD,031/127,ポケモン,雷,モココ,,D,
sd_032_127,SD,032/127,ポケモン,雷,デンリュウ,,D,
sd_033_127,SD,033/127,ポケモン,雷,エリキテル,,D,
sd_034_127,SD,034/127,ポケモン,雷,エレザード,,D,
sd_035_127,SD,035/127,ポケモン,雷,ワンパチ,,D,
sd_036_127,SD,036/127,ポケモン,雷,パルスワン,,D,
sd_037_127,SD,037/127,ポケモン,雷,バチンウニ,,D,
sd_038_127,SD,038/127,ポケモン,超,ミュウV,,D,
sd_039_127,SD,039/127,ポケモン,超,ネイティ,,D,
sd_040_127,SD,040/127,ポケモン,超,ネイティオ,,D,
sd_041_127,SD,041/127,ポケモン,超,ブルー,,D,
sd_042_127,SD,042/127,ポケモン,超,グランブル,,D,
sd_043_127,SD,043/127,ポケモン,超,ガラルサニーゴ,,D,
sd_044_127,SD,044/127,ポケモン,超,ミブリム,,D,
sd_045_127,SD,045/127,ポケモン,超,テブリム,,D,
sd_046_127,SD,046/127,ポケモン,超,ブリムオン,,D,
sd_047_127,SD,047/127,ポケモン,超,イエッサン,,D,
sd_048_127,SD,048/127,ポケモン,闘,エビワラー,,C,
sd_049_127,SD,049/127,ポケモン,闘,グラードン,,C,
sd_050_127,SD,050/127,ポケモン,闘,ルカリオV,,D,
sd_051_127,SD,051/127,ポケモン,闘,ヤンチャム,,C,
sd_052_127,SD,052/127,ポケモン,闘,ゴロンダ,,C,
sd_053_127,SD,053/127,ポケモン,闘,イワンコ,,D,
sd_054_127,SD,054/127,ポケモン,闘,ルガルガン,,D,
sd_055_127,SD,055/127,ポケモン,闘,スナヘビ,,D,
sd_056_127,SD,056/127,ポケモン,闘,サダイジャ,,D,
sd_057_127,SD,057/127,ポケモン,悪,アーボ,,D,
sd_058_127,SD,058/127,ポケモン,悪,アーボック,,D,
sd_059_127,SD,059/127,ポケモン,悪,ガラルヤドランV,,D,
sd_060_127,SD,060/127,ポケモン,悪,ベトベター,,D,
sd_061_127,SD,061/127,ポケモン,悪,スコルピ,,D,
sd_062_127,SD,062/127,ポケモン,悪,ドラピオン,,D,
