master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sc_blk_001_020,SC,001/020,ポケモン,悪,アブソル,,D,
sc_blk_002_020,SC,002/020,ポケモン,悪,モノズ,,D,
sc_blk_003_020,SC,003/020,ポケモン,悪,ジヘッド,,D,
sc_blk_004_020,SC,004/020,ポケモン,悪,サザンドラ,,D,
sc_blk_005_020,SC,005/020,ポケモン,悪,クスネ,,D,
sc_blk_006_020,SC,006/020,ポケモン,悪,オーロンゲV,,D,
sc_blk_007_020,SC,007/020,ポケモン,悪,オーロンゲVMAX,,D,
sc_blk_008_020,SC,008/020,ポケモン,無,ルギア,,D,
sc_blk_009_020,SC,009/020,トレーナーズ,グッズ,クイックボール,,D,
sc_blk_010_020,SC,010/020,トレーナーズ,グッズ,しんかのおこう,,D,
sc_blk_011_020,SC,011/020,トレーナーズ,グッズ,スマホロトム,,D,
sc_blk_012_020,SC,012/020,トレーナーズ,グッズ,ふしぎなアメ,,F,
sc_blk_013_020,SC,013/020,トレーナーズ,グッズ,ポケギア3.0,,D,
sc_blk_014_020,SC,014/020,トレーナーズ,グッズ,ポケモンいれかえ,,F,
sc_blk_015_020,SC,015/020,トレーナーズ,グッズ,ポケモンキャッチャー,,F,
sc_blk_016_020,SC,016/020,トレーナーズ,グッズ,リセットスタンプ,,C,
sc_blk_017_020,SC,017/020,トレーナーズ,サポート,シロナ,,B,
sc_blk_018_020,SC,018/020,トレーナーズ,サポート,ソニア,,D,
sc_blk_019_020,SC,019/020,トレーナーズ,サポート,博士の研究 マグノリア博士,,D,
sc_blk_020_020,SC,020/020,トレーナーズ,サポート,ホップ,,D,
sc_blk_DAR,SC,DAR,エネルギー,悪,基本悪エネルギー,,,
sc_red_001_021,SC,001/021,ポケモン,炎,リザードンV,,D,
sc_red_002_021,SC,002/021,ポケモン,炎,リザードンVMAX,,D,
sc_red_003_021,SC,003/021,ポケモン,炎,ビクティニ,,D,
sc_red_004_021,SC,004/021,ポケモン,闘,ジガルデ,,D,
sc_red_005_021,SC,005/021,ポケモン,闘,タンドン,,D,
sc_red_006_021,SC,006/021,ポケモン,闘,トロッゴン,,D,
sc_red_007_021,SC,007/021,ポケモン,闘,セキタンザン,,D,
sc_red_008_021,SC,008/021,ポケモン,無,ケンタロス,,D,
sc_red_009_021,SC,009/021,トレーナーズ,グッズ,クイックボール,,D,
sc_red_010_021,SC,010/021,トレーナーズ,グッズ,しんかのおこう,,D,
sc_red_011_021,SC,011/021,トレーナーズ,グッズ,スマホロトム,,D,
sc_red_012_021,SC,012/021,トレーナーズ,グッズ,ふしぎなアメ,,F,
sc_red_013_021,SC,013/021,トレーナーズ,グッズ,ポケギア3.0,,D,
sc_red_014_021,SC,014/021,トレーナーズ,グッズ,ポケモンいれかえ,,F,
sc_red_015_021,SC,015/021,トレーナーズ,グッズ,ポケモンキャッチャー,,F,
sc_red_016_021,SC,016/021,トレーナーズ,グッズ,リセットスタンプ,,C,
sc_red_017_021,SC,017/021,トレーナーズ,サポート,シロナ,,B,
sc_red_018_021,SC,018/021,トレーナーズ,サポート,博士の研究 マグノリア博士,,D,
sc_red_019_021,SC,019/021,トレーナーズ,サポート,ポケモンごっこ,,D,
sc_red_020_021,SC,020/021,トレーナーズ,サポート,ホップ,,D,
sc_red_021_021,SC,021/021,トレーナーズ,サポート,ヤロー,,D,
sc_red_FIG,SC,FIG,エネルギー,闘,基本闘エネルギー,,,
sc_red_FIR,SC,FIR,エネルギー,炎,基本炎エネルギー,,,
