master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s2_001_096,S2,001/096,ポケモン,草,ストライク,C,D,
s2_002_096,S2,002/096,ポケモン,草,ヘラクロス,C,D,
s2_003_096,S2,003/096,ポケモン,草,ハスボー,C,D,
s2_004_096,S2,004/096,ポケモン,草,ハスブレロ,C,D,
s2_005_096,S2,005/096,ポケモン,草,ルンパッパ,U,D,
s2_006_096,S2,006/096,ポケモン,草,アメタマ,C,D,
s2_007_096,S2,007/096,ポケモン,草,アメモース,C,D,
s2_008_096,S2,008/096,ポケモン,草,ボクレー,C,D,
s2_009_096,S2,009/096,ポケモン,草,オーロット,U,D,
s2_010_096,S2,010/096,ポケモン,草,ワタシラガV,RR,D,
s2_011_096,S2,011/096,ポケモン,草,カジッチュ,C,D,
s2_012_096,S2,012/096,ポケモン,草,アップリュー,R,D,
s2_013_096,S2,013/096,ポケモン,炎,キュウコンV,RR,D,
s2_014_096,S2,014/096,ポケモン,炎,ブーバー,C,D,
s2_015_096,S2,015/096,ポケモン,炎,ブーバーン,U,D,
s2_016_096,S2,016/096,ポケモン,炎,ヒトモシ,C,D,
s2_017_096,S2,017/096,ポケモン,炎,ランプラー,C,D,
s2_018_096,S2,018/096,ポケモン,炎,シャンデラ,R,D,
s2_019_096,S2,019/096,ポケモン,炎,クイタラン,C,D,
s2_020_096,S2,020/096,ポケモン,水,キャモメ,C,D,
s2_021_096,S2,021/096,ポケモン,水,ペリッパー,U,D,
s2_022_096,S2,022/096,ポケモン,水,ミロカロスV,RR,D,
s2_023_096,S2,023/096,ポケモン,水,オタマロ,C,D,
s2_024_096,S2,024/096,ポケモン,水,ガマガル,C,D,
s2_025_096,S2,025/096,ポケモン,水,ガマゲロゲ,U,D,
s2_026_096,S2,026/096,ポケモン,水,ガラルダルマッカ,C,D,
s2_027_096,S2,027/096,ポケモン,水,ガラルヒヒダルマ,U,D,
s2_028_096,S2,028/096,ポケモン,水,コオリッポ,R,D,
s2_029_096,S2,029/096,ポケモン,雷,ビリリダマ,C,D,
s2_030_096,S2,030/096,ポケモン,雷,マルマイン,C,D,
s2_031_096,S2,031/096,ポケモン,雷,エレブー,C,D,
s2_032_096,S2,032/096,ポケモン,雷,エレキブル,U,D,
