master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sa_hono_-,SA,-,エネルギー,炎,基本炎エネルギー,,,
sa_hono_001_023,SA,001/023,ポケモン,炎,ロコン,,D,
sa_hono_002_023,SA,002/023,ポケモン,炎,キュウコン,,D,
sa_hono_003_023,SA,003/023,ポケモン,炎,ビクティニV,,D,
sa_hono_004_023,SA,004/023,ポケモン,炎,クイタラン,,D,
sa_hono_005_023,SA,005/023,ポケモン,炎,バクガメス,,D,
sa_hono_006_023,SA,006/023,ポケモン,炎,ヒバニー,,D,
sa_hono_007_023,SA,007/023,ポケモン,炎,ラビフット,,D,
sa_hono_008_023,SA,008/023,ポケモン,炎,エースバーン,,D,
sa_hono_009_023,SA,009/023,ポケモン,炎,ヤクデ,,D,
sa_hono_010_023,SA,010/023,ポケモン,炎,チラーミィ,,D,
sa_hono_011_023,SA,011/023,トレーナーズ,グッズ,エネルギー転送,,F,
sa_hono_012_023,SA,012/023,トレーナーズ,グッズ,クラッシュハンマー,,F,
sa_hono_013_023,SA,013/023,トレーナーズ,グッズ,しんかのおこう,,D,
sa_hono_014_023,SA,014/023,トレーナーズ,グッズ,スーパーボール,,F,
sa_hono_015_023,SA,015/023,トレーナーズ,グッズ,ふしぎなアメ,,F,
sa_hono_016_023,SA,016/023,トレーナーズ,グッズ,ポケギア3.0,,D,
sa_hono_017_023,SA,017/023,トレーナーズ,グッズ,ポケモンいれかえ,,F,
sa_hono_018_023,SA,018/023,トレーナーズ,グッズ,ポケモンキャッチャー,,F,
sa_hono_019_023,SA,019/023,トレーナーズ,グッズ,げんきのハチマキ,,D,
sa_hono_020_023,SA,020/023,トレーナーズ,サポート,博士の研究 マグノリア博士,,D,
sa_hono_021_023,SA,021/023,トレーナーズ,サポート,ポケモンごっこ,,D,
sa_hono_022_023,SA,022/023,トレーナーズ,サポート,ホップ,,D,
sa_hono_023_023,SA,023/023,トレーナーズ,サポート,マリィ,,D,
sa_kaminari_-,SA,-,エネルギー,水,基本水エネルギー,,,
sa_kaminari_001_023,SA,001/023,ポケモン,水,シェルダー,,D,
sa_kaminari_002_023,SA,002/023,ポケモン,水,パルシェン,,D,
sa_kaminari_003_023,SA,003/023,ポケモン,水,クラブ,,D,
sa_kaminari_004_023,SA,004/023,ポケモン,水,トサキント,,D,
sa_kaminari_005_023,SA,005/023,ポケモン,水,ラプラス,,D,
sa_kaminari_006_023,SA,006/023,ポケモン,水,ケルディオV,,D,
sa_kaminari_007_023,SA,007/023,ポケモン,水,メッソン,,D,
sa_kaminari_008_023,SA,008/023,ポケモン,水,ジメレオン,,D,
sa_kaminari_009_023,SA,009/023,ポケモン,水,インテレオン,,D,
sa_kaminari_010_023,SA,010/023,ポケモン,水,ウッウ,,D,
sa_kaminari_011_023,SA,011/023,トレーナーズ,グッズ,エネルギーつけかえ,,F,
sa_kaminari_012_023,SA,012/023,トレーナーズ,グッズ,エネルギー転送,,F,
sa_kaminari_013_023,SA,013/023,トレーナーズ,グッズ,クラッシュハンマー,,F,
sa_kaminari_014_023,SA,014/023,トレーナーズ,グッズ,しんかのおこう,,D,
sa_kaminari_015_023,SA,015/023,トレーナーズ,グッズ,スーパーボール,,F,
sa_kaminari_016_023,SA,016/023,トレーナーズ,グッズ,ポケギア3.0,,D,
sa_kaminari_017_023,SA,017/023,トレーナーズ,グッズ,ポケモンいれかえ,,F,
sa_kaminari_018_023,SA,018/023,トレーナーズ,グッズ,ポケモンキャッチャー,,F,
