master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s1h_001_060,S1H,001/060,ポケモン,草,サッチムシ,C,D,
s1h_002_060,S1H,002/060,ポケモン,草,レドームシ,C,D,
s1h_003_060,S1H,003/060,ポケモン,草,イオルブ,U,D,
s1h_004_060,S1H,004/060,ポケモン,草,ヒメンカ,C,D,
s1h_005_060,S1H,005/060,ポケモン,草,ワタシラガ,C,D,
s1h_006_060,S1H,006/060,ポケモン,炎,コータスV,RR,D,
s1h_007_060,S1H,007/060,ポケモン,炎,ヒバニー,C,D,
s1h_008_060,S1H,008/060,ポケモン,炎,ラビフット,U,D,
s1h_009_060,S1H,009/060,ポケモン,炎,エースバーン,R,D,
s1h_010_060,S1H,010/060,ポケモン,水,トサキント,C,D,
s1h_011_060,S1H,011/060,ポケモン,水,アズマオウ,C,D,
s1h_012_060,S1H,012/060,ポケモン,水,ハリーセン,C,D,
s1h_013_060,S1H,013/060,ポケモン,水,カムカメ,C,D,
s1h_014_060,S1H,014/060,ポケモン,水,カジリガメ,U,D,
s1h_015_060,S1H,015/060,ポケモン,水,ユキハミ,C,D,
s1h_016_060,S1H,016/060,ポケモン,水,モスノウ,R,D,
s1h_017_060,S1H,017/060,ポケモン,雷,チョンチー,C,D,
s1h_018_060,S1H,018/060,ポケモン,雷,ランターン,U,D,
s1h_019_060,S1H,019/060,ポケモン,雷,モルペコV,RR,D,
s1h_020_060,S1H,020/060,ポケモン,雷,モルペコVMAX,RRR,D,
s1h_021_060,S1H,021/060,ポケモン,超,ガラルポニータ,C,D,
s1h_022_060,S1H,022/060,ポケモン,超,ガラルギャロップ,U,D,
s1h_023_060,S1H,023/060,ポケモン,超,ムンナ,C,D,
s1h_024_060,S1H,024/060,ポケモン,超,ムシャーナ,U,D,
s1h_025_060,S1H,025/060,ポケモン,超,イエッサンV,RR,D,
s1h_026_060,S1H,026/060,ポケモン,闘,サワムラー,C,D,
s1h_027_060,S1H,027/060,ポケモン,闘,エビワラー,C,D,
s1h_028_060,S1H,028/060,ポケモン,闘,サイホーン,C,D,
s1h_029_060,S1H,029/060,ポケモン,闘,サイドン,U,D,
s1h_030_060,S1H,030/060,ポケモン,闘,ドサイドン,R,D,
s1h_031_060,S1H,031/060,ポケモン,闘,スナヘビ,C,D,
s1h_032_060,S1H,032/060,ポケモン,闘,サダイジャ,U,D,
s1h_033_060,S1H,033/060,ポケモン,悪,ガラルジグザグマ,C,D,
